record_id,canonical_name,dataset_doi,source_version,source_title,expected_file_count,expected_bytes,source_data_origin,population_scope,population_evidence,file_review_level,structure_summary,data_granularity,plausible_model_use,evidence_basis,model_use_decision,headline_catalog_included,reason,related_catalog_record_ids_or_names,confidence,review_date
dryad_retinal_vasomotion,Retinal Laser Speckle Vasomotion Dataset,10.5061/dryad.163mp,1,Data from: Rat retinal vasomotion assessed by laser speckle imaging,1,1111189442,nonhuman_or_nonhuman_derived,rat,Data from: Rat retinal vasomotion assessed by laser speckle imaging Vasomotion is spontaneous or induced rhythmic changes in vascular tone or vessel diameter that lead to rhythmic changes in flow.,complete_official_file_listing,official_current_version_file_listing_reviewed,"rat observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify rat; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: Rat retinal vasomotion assessed by laser speckle imaging is explicitly rat; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_retinal_vein_cannulation,Autonomous Retinal Vein Cannulation Data and Code,10.5061/dryad.3ffbg79zd,5,Data and code from: Deep learning-based autonomous retinal vein cannulation in ex vivo porcine eyes,7,7511466011,nonhuman_or_nonhuman_derived,porcine_or_ex_vivo_porcine,The official abstract describes autonomous cannulation experiments in ex vivo porcine eyes.,complete_official_file_listing,official_current_version_file_listing_reviewed,"porcine or ex vivo porcine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify porcine or ex vivo porcine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data and code from: Deep learning-based autonomous retinal vein cannulation in ex vivo porcine eyes is explicitly porcine or ex vivo porcine; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_rhesus_maculopathy_metabolomics,Rhesus Maculopathy Metabolomics Dataset,10.5061/dryad.7pvmcvf8d,8,Plasma metabolomes of aged rhesus macaques with and without maculopathies,2,659872,nonhuman_or_nonhuman_derived,nonhuman_primate,"Plasma metabolomes of aged rhesus macaques with and without maculopathies Mitochondrial dysfunction is associated with aging and age-related macular degeneration (AMD), but human studies have limited access to ocular tissues, and mouse models do not recapitulate AMD features such as drusen.",complete_official_file_listing,official_current_version_file_listing_reviewed,"nonhuman primate observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify nonhuman primate; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Plasma metabolomes of aged rhesus macaques with and without maculopathies is explicitly nonhuman primate; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_rn38r,"Data from: Do picture-based charts overestimate visual acuity? Comparison of Kay Pictures, Lea Symbols, HOTV and Keeler logMAR charts with Sloan Letters in adults and children",10.5061/dryad.rn38r,1,"Data from: Do picture-based charts overestimate visual acuity? Comparison of Kay Pictures, Lea Symbols, HOTV and Keeler logMAR charts with Sloan Letters in adults and children",1,17348,human_participant_or_patient_data,human_participant_or_patient_data,"In a separate group of 25 adults, we compared the VA from individual Kay Picture optotypes with uncrowded Landolt C VA measurements.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,adult/child eye-level visual-acuity chart trial data,chart-to-chart acuity calibration,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include data submission.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents adult/child eye-level visual-acuity chart trial data, providing structured human-derived inputs and/or targets for chart-to-chart acuity calibration.",,medium,2026-08-02
dryad_rn8pk0p70,Socioeconomic status and decreasing incidence of ocular injuries in Bosnia and Herzegovina,10.5061/dryad.rn8pk0p70,11,Socioeconomic status and decreasing incidence of ocular injuries in Bosnia and Herzegovina,3,142972,human_participant_or_patient_data,human_participant_or_patient_data,"Poor final BCVA was associated with lower ocular trauma score (OTS) (p=0.000), poor initial BCVA (p=0.000), penetrating injuries of cornea (p=0.004) and sclera (p=0.001), Zone III injuries (p=0.000), intraocular foreign body presence (p=0.000), cataract (p=0.002), retinal detachment (p=0.001), endophthalmitis (p=0.000) and vitreous hemorrhage (p=0.010).",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: file_type_confirmed=2, text=1","hospitalized ocular-injury patient demographics, injury features, and visual outcomes",final-BCVA outcome classification,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include DATA_SES_and_decreasing_incidence_of_ocular_injuries_in_B_H.dta, README.docx, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents hospitalized ocular-injury patient demographics, injury features, and visual outcomes, providing structured human-derived inputs and/or targets for final-BCVA outcome classification.",,medium,2026-08-02
dryad_rn8pk0pdp,"Detection of SARS-CoV-2 in conjunctival secretion and tears in patients with COVID-19 in a tertiary care centre, South India",10.5061/dryad.rn8pk0pdp,6,"Detection of SARS-CoV-2 in conjunctival secretion and tears in patients with COVID-19 in a tertiary care centre, South India",2,21964,human_participant_or_patient_data,human_participant_or_patient_data,"Detection of SARS-CoV-2 in conjunctival secretion and tears in patients with COVID-19 in a tertiary care centre, South India Aims and objectives : The purpose of this study is to detect the presence of SAR-CoV-2 viral RNA in conjunctival secretions of COVID-19 patients and to compare the RT-PCR positivity rate for SARS-CoV-2 in conjunctival and nasopharyngeal swabs.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, xlsx_workbook=1",80 COVID-19 patient conjunctival-swab and clinical observation records,conjunctival SARS-CoV-2 positivity prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include data_sheet.xlsx.xlsx, README_file.txt.txt.",included_human_or_human_derived_model_resource,True,"The deposit documents 80 COVID-19 patient conjunctival-swab and clinical observation records, providing structured human-derived inputs and/or targets for conjunctival SARS-CoV-2 positivity prediction.",,medium,2026-08-02
dryad_rn8pk0pmm,The c.119-123dup5bp mutation in human gamma-C-crystallin destabilizes the protein and activates the unfolded protein response to cause highly variable cataracts,10.5061/dryad.rn8pk0pmm,3,The c.119-123dup5bp mutation in human gamma-C-crystallin destabilizes the protein and activates the unfolded protein response to cause highly variable cataracts,38,33285472018,nonhuman_or_nonhuman_derived,mouse,"The title foregrounds a human CRYGC mutation, but the official methods and deposited FASTQ/qPCR files describe a transgenic mouse model.",complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,The c.119-123dup5bp mutation in human gamma-C-crystallin destabilizes the protein and activates the unfolded protein response to cause highly variable cataracts is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_rod_cone_dystrophy_genes,Rod-Cone Dystrophy Gene Association Dataset,10.5061/dryad.59zw3r2b7,7,Analysis of rod-cone dystrophy genes reveals unique mutational patterns,3,69576,human_related_literature_or_database_analysis,human_related_literature_or_database_analysis,Analysis of rod-cone dystrophy genes reveals unique mutational patterns Background Rod-cone dystrophy (RCD) is the most common inherited retinal disease that is characterised by the progressive degeneration of retinal photoreceptors.,complete_official_file_listing,official_current_version_file_listing_reviewed,deduplicated HGMD/LOVD mutation association analysis table,None: external-database analysis output is outside the boundary,Official Dryad source metadata and file listing; official_current_version_file_listing_reviewed.,excluded_analysis_only,False,"The records are deduplicated public-database mutation associations used for gene-level analysis, not deposited participant-, sample-, or sequence-level observations.",,high,2026-08-02
dryad_rop_plane_wave_doppler,ROP Plane-Wave Doppler Dataset,10.5061/dryad.612jm649r,4,Data from: Plane wave Doppler determination of blood flow in retinopathy of prematurity,2,33701,human_participant_or_patient_data,human_participant_or_patient_data,"During the exam, the probe was placed in a viral barrier sheath (Sheathes3D; Sheathing Technologies, Inc., Morgan Hill, CA) filled with a cm of water, and coupled to the upper eyelid with GenTeal (Alcon Laboratories, Inc., Fort Worth, TX) gel with minimal pressure.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: file_type_confirmed=1, text=1",infant eye plane-wave Doppler blood-flow dataset,ROP-related flow measurement modeling,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include README.md, ROP_by_exam_shared2.sav.",included_human_or_human_derived_model_resource,True,"The deposit documents infant eye plane-wave Doppler blood-flow dataset, providing structured human-derived inputs and/or targets for ROP-related flow measurement modeling.",,medium,2026-08-02
dryad_rpgr_cone_rod_wes,RPGR Cone-Rod Dystrophy WES Dataset,10.5061/dryad.5qfttdz5d,2,WES of the proband with a novel RPGR mutation,2,4478935663,human_participant_or_patient_data,human_participant_or_patient_data,A mammalian expression vector (AAV-MCS) with mutated retinitis pigmentosa GTPase regulator ( RPGR ) sequence was expressed in HEK293T cells.,complete_official_file_listing,official_current_version_file_listing_reviewed,human proband paired-end exome reads,variant calling or rare-variant evaluation,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include XLW44_S4_L001_R1_001.fastq.gz, XLW44_S4_L001_R2_001.fastq.gz.",included_human_or_human_derived_model_resource,True,"The deposit documents human proband paired-end exome reads, providing structured human-derived inputs and/or targets for variant calling or rare-variant evaluation.",,medium,2026-08-02
dryad_rs2qp,Data from: Inhibition decorrelates visual feature representations in the inner retina,10.5061/dryad.rs2qp,2,Data from: Inhibition decorrelates visual feature representations in the inner retina,12,15143685677,nonhuman_or_nonhuman_derived,mouse,"Mouse bipolar cell types have been described at great anatomical and genetic detail, but a similarly deep understanding of their functional diversity is lacking.",complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: Inhibition decorrelates visual feature representations in the inner retina is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_rv15dv4bv,Late gene therapy limits the restoration of retinal function in a mouse model of retinitis pigmentosa,10.5061/dryad.rv15dv4bv,5,Late gene therapy limits the restoration of retinal function in a mouse model of retinitis pigmentosa,104,13737601388,nonhuman_or_nonhuman_derived,mouse,Late gene therapy limits the restoration of retinal function in a mouse model of retinitis pigmentosa Retinitis pigmentosa is an inherited photoreceptor degeneration that begins with rod loss followed by cone loss.,complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Late gene therapy limits the restoration of retinal function in a mouse model of retinitis pigmentosa is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_s1rn8pkhb,Transcriptional responses in a mouse model of silicone wire embolization induced acute retinal artery Ischemia and Reperfusion,10.5061/dryad.s1rn8pkhb,6,Transcriptional responses in a mouse model of silicone wire embolization induced acute retinal artery Ischemia and Reperfusion,2,7907110,nonhuman_or_nonhuman_derived,mouse,Transcriptional responses in a mouse model of silicone wire embolization induced acute retinal artery Ischemia and Reperfusion Acute retinal ischemia and ischemia-reperfusion injury are the primary causes of retinal neural cell death and vision loss in retinal artery occlusion (RAO).,complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Transcriptional responses in a mouse model of silicone wire embolization induced acute retinal artery Ischemia and Reperfusion is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_sbcc2fr6n,Exploring phenotypic diversity of pigmented traits and iris features in Pakistani population,10.5061/dryad.sbcc2fr6n,7,Exploring phenotypic diversity of pigmented traits and iris features in Pakistani population,2,3176392,human_participant_or_patient_data,human_participant_or_patient_data,"Exploring phenotypic diversity of pigmented traits and iris features in Pakistani population Phenotypic variations of eye color, skin color, and iris surface features have been well-explored in certain populations.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: file_type_confirmed=1, xlsx_workbook=1","514-volunteer iris/skin phenotype, demographic, and image-derived feature records",iris-feature classification,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include data_set-SALIHA_BASHIR-DRYAD_REPOSITORY.xlsx, README-DATASET-SALIHA-DRYADREPOSITORY_(1).pdf.",included_human_or_human_derived_model_resource,True,"The deposit documents 514-volunteer iris/skin phenotype, demographic, and image-derived feature records, providing structured human-derived inputs and/or targets for iris-feature classification.",dryad_iris_surface_features (same publication DOI; overlap unresolved),medium,2026-08-02
dryad_sbcc2fr7r,Gender and age-related differences of ccular biometric parameters in patients undergoing cataract surgery in Bosnia and Herzegovina,10.5061/dryad.sbcc2fr7r,8,Gender and age-related differences of ccular biometric parameters in patients undergoing cataract surgery in Bosnia and Herzegovina,2,301336,human_participant_or_patient_data,human_participant_or_patient_data,"The mean axial length (AL), anterior chamber depth (ACD), lens thickness (LT), and mean keratometry were 23.46±1.18mm, 3.17±0.40mm, 4.54±0.48mm, 43.42±1.55D respectively.",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: text=1, xls_workbook=1",cataract-surgery patient ocular-biometry table,age/sex biometric regression,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Gender_and_Age_Related_Differences_of_Ocular_Biometric_Parameters.xls, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents cataract-surgery patient ocular-biometry table, providing structured human-derived inputs and/or targets for age/sex biometric regression.",,medium,2026-08-02
dryad_sf7m0cggh,Robust semi-automatic vessel tracing in the human retinal image by an instance segmentation neural network,10.5061/dryad.sf7m0cggh,9,Robust semi-automatic vessel tracing in the human retinal image by an instance segmentation neural network,5,117131,annotation_layer_derived_from_human_data,annotation_layer_derived_from_human_data,InSegNN separates and labels individual vascular trees and enables 25 tracing each tree throughout its branching.,complete_official_file_listing,official_current_version_file_listing_reviewed,retinal-vessel trace annotations/results derived from human DRIVE fundus images,"Meaningful vessel-tracing annotation layer for segmentation evaluation, but retain as a derived/alternate-source relationship rather than an independent canonical record.",Official Dryad metadata/file names and complete structural inspection; relationship audit confirms a derived_from DRIVE edge.,excluded_relationship_only_resource,False,"The deposit is a valuable annotation/result layer but is explicitly tied to DRIVE trace files; represent it as an alternate derived annotation source, not a standalone canonical dataset.",drive / DRIVE: Digital Retinal Images for Vessel Extraction (officially documented derived annotation layer),high,2026-08-02
dryad_shanghai_myopia_2014_2018,"Age-related change of axial length, spherical equivalent, prevalence of myopia and high myopia in school-age children in Shanghai: 2014 to 2018",10.5061/dryad.c2fqz615c,4,"Age-related change of axial length, spherical equivalent, prevalence of myopia and high myopia in school-age children in Shanghai: 2014 to 2018",2,2318884,human_participant_or_patient_data,human_participant_or_patient_data,"Age-related change of axial length, spherical equivalent, prevalence of myopia and high myopia in school-age children in Shanghai: 2014 to 2018",complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: file_type_confirmed=1, xls_workbook=1",schoolchild repeated cross-sectional axial-length and refraction observations,myopia prevalence or progression modeling,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include DATA.xls, README.docx.",included_human_or_human_derived_model_resource,True,"The deposit documents schoolchild repeated cross-sectional axial-length and refraction observations, providing structured human-derived inputs and/or targets for myopia prevalence or progression modeling.",,medium,2026-08-02
dryad_sn02v6x2x,Data from: Corneal laser procedure for vision improvement in patients with late stage dry age-related macular degeneration,10.5061/dryad.sn02v6x2x,4,Data from: Corneal laser procedure for vision improvement in patients with late stage dry age-related macular degeneration,1,253440,human_participant_or_patient_data,human_participant_or_patient_data,"Data from: Corneal laser procedure for vision improvement in patients with late stage dry age-related macular degeneration Purpose: To determine the safety and efficacy of corneal photovitrification (CPV), a new corneal laser procedure, for vision improvement in patients with late-stage dry age-related macular degeneration (AMD).",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xls_workbook=1,32-eye/17-patient longitudinal late-AMD corneal-laser outcome workbook,visual-outcome prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include F1000Research_Dataset_1_-_Corneal_laser_procedure_-_with_age_ranges.xls.,included_human_or_human_derived_model_resource,True,"The deposit documents 32-eye/17-patient longitudinal late-AMD corneal-laser outcome workbook, providing structured human-derived inputs and/or targets for visual-outcome prediction.",,medium,2026-08-02
dryad_spata7_canine_retinal_degeneration,Canine SPATA7 Retinal Degeneration Dataset,10.5061/dryad.3tx95x6n6,4,"Data from: Two genes, one culprit - a functional candidate validation of a SPATA7 deletion in dogs with day blindness/retinal degeneration",5,34380282367,nonhuman_or_nonhuman_derived,canine,"Data from: Two genes, one culprit - a functional candidate validation of a SPATA7 deletion in dogs with day blindness/retinal degeneration Inherited retinal diseases (IRDs) are a diverse group of disorders that share common vision deficit ranging from early onset blindness to seInherited retinal diseases (IRDs) are a diverse group of disorders that share common vision deficit ranging from early onset blindness to severe and progressive blindness occurring in later years.",complete_official_file_listing,official_current_version_file_listing_reviewed,"canine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify canine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,"Data from: Two genes, one culprit - a functional candidate validation of a <em>SPATA7</em> deletion in dogs with day blindness/retinal degeneration is explicitly canine; no separable human participant or human-derived component is documented.",,high,2026-08-02
dryad_stargardt_wes,Stargardt Disease WES Variant Dataset,10.5061/dryad.0qk7f,1,Data from: Identification of genetic defects in 33 probands with Stargardt disease by WES-based bioinformatics gene panel analysis,1,284937,human_participant_or_patient_data,human_participant_or_patient_data,"Data from: Identification of genetic defects in 33 probands with Stargardt disease by WES-based bioinformatics gene panel analysis Stargardt disease (STGD) is the most common hereditary macular degeneration in juveniles, with loss of central vision occurring in the first or second decade of life.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,33-proband Stargardt WES variant table,Stargardt variant prioritization,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include All variants of five known STGD genes in 33 patients by WES.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents 33-proband Stargardt WES variant table, providing structured human-derived inputs and/or targets for Stargardt variant prioritization.",,medium,2026-08-02
dryad_subretinal_fibrosis_adora2a,Inactivation of adenosine receptor 2A suppresses endothelial-to-mesenchymal transition and inhibits subretinal fibrosis in mice,10.5061/dryad.hx3ffbgmv,6,Data from: Inactivation of adenosine receptor 2A suppresses endothelial-to-mesenchymal transition and inhibits subretinal fibrosis in mice,45,10972741,nonhuman_or_nonhuman_derived,mouse,"Data from: Inactivation of adenosine receptor 2A suppresses endothelial-to-mesenchymal transition and inhibits subretinal fibrosis in mice The introduction of anti-vascular endothelial growth factor therapy has had a substantial impact on the treatment of choroidal neovascularization (CNV) in patients with neovascular age-related macular degeneration (nAMD), the leading cause of vision loss in older adults.",complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data from: Inactivation of adenosine receptor 2A suppresses endothelial-to-mesenchymal transition and inhibits subretinal fibrosis in mice is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_subretinal_robot,Head-Mounted Robot Subretinal Injection Dataset,10.5061/dryad.w0vt4b91w,4,Data and code from: Head-mounted surgical robots are an enabling technology for subretinal injections,2,2480715881,nonhuman_or_nonhuman_derived,porcine_or_ex_vivo_porcine,The official source describes robotic subretinal-injection experiments using ex vivo porcine eyes.,complete_official_file_listing,official_current_version_file_listing_reviewed,"porcine or ex vivo porcine observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify porcine or ex vivo porcine; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Data and code from: Head-mounted surgical robots are an enabling technology for subretinal injections is explicitly porcine or ex vivo porcine; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_taizhou_cataract_outdoors,The association of outdoor activity and age-related cataract in a rural population of Taizhou Eye Study: phase 1 report,10.5061/dryad.gt410,1,Data from: The association of outdoor activity and age-related cataract in a rural population of Taizhou Eye Study: phase 1 report,1,1358848,human_participant_or_patient_data,human_participant_or_patient_data,"The prevalence of cortical, nuclear and posterior subcapsular cataract were assessed separately for the risk factors and its association with outdoor activity.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xls_workbook=1,"rural-population cataract, outdoor-activity, and clinical observation table",cataract-risk prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include new PONE-D-15-08786 original data set.xls.,included_human_or_human_derived_model_resource,True,"The deposit documents rural-population cataract, outdoor-activity, and clinical observation table, providing structured human-derived inputs and/or targets for cataract-risk prediction.",,medium,2026-08-02
dryad_tb2rbp0cq,Serial block face scanning electron micrographs of mouse outer retina,10.5061/dryad.tb2rbp0cq,4,Serial block face scanning electron micrographs of mouse outer retina,358,5051903547,nonhuman_or_nonhuman_derived,mouse,Serial block face scanning electron micrographs of mouse outer retina Serial block face images of outer mouse retina were obtained using an Apreo VS scanning electron microscope (Thermo Scientific).,complete_official_file_listing,official_current_version_file_listing_reviewed,"mouse observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify mouse; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,Serial block face scanning electron micrographs of mouse outer retina is explicitly mouse; no separable human participant or human-derived component is documented.,,high,2026-08-02
dryad_tb_uveitis_ifn,Type 1 interferon-inducible gene expression in QuantiFERON Gold TB-positive uveitis: a tool to stratify a high versus low risk of active tuberculosis?,10.5061/dryad.8jk03jd,1,Data from: Type 1 interferon-inducible gene expression in QuantiFERON Gold TB-positive uveitis: a tool to stratify a high versus low risk of active tuberculosis?,1,52469,human_participant_or_patient_data,human_participant_or_patient_data,Data from: Type 1 interferon-inducible gene expression in QuantiFERON Gold TB-positive uveitis: a tool to stratify a high versus low risk of active tuberculosis?,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,uveitis participant interferon-gene-expression and clinical risk data,active-TB risk stratification,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Type I IFN gene signature - a tool to stratify high vs low-risk TB uveitis?.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents uveitis participant interferon-gene-expression and clinical risk data, providing structured human-derived inputs and/or targets for active-TB risk stratification.",,medium,2026-08-02
dryad_tdz08kq8t,"Sphingosine-1-phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor-like cells",10.5061/dryad.tdz08kq8t,8,"Sphingosine-1-phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor-like cells",22,2018076463,nonhuman_or_nonhuman_derived,chick,"Sphingosine-1-phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor-like cells The purpose of these studies is to investigate how Sphingosine-1-phosphate (S1P) signaling regulates glial phenotype, dedifferentiation of Müller glia (MG), reprogramming into proliferating MG-derived progenitor cells (MGPCs), and neuronal differentiation of the progeny of MGPCs in the chick retina.",complete_official_file_listing,official_current_version_file_listing_reviewed,"chick observations, tissues, images, signals, or sequences",Not applicable under the human-only screening boundary.,Official Dryad title/abstract/methods identify chick; current file listing reviewed (official_current_version_file_listing_reviewed).,excluded_nonhuman_or_nonhuman_derived,False,"Sphingosine-1-phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor-like cells is explicitly chick; no separable human participant or human-derived component is documented.",,high,2026-08-02
dryad_tmpg4f4vb,Effects of capsular tension ring on surgical outcomes of premium intraocular lens in patients with suspected zonular weakness,10.5061/dryad.tmpg4f4vb,5,Effects of capsular tension ring on surgical outcomes of premium intraocular lens in patients with suspected zonular weakness,1,17642,human_participant_or_patient_data,human_participant_or_patient_data,"Manifest refraction, refractive astigmatism, visual acuity, and degree of IOL decentration and tilt measured using swept-source anterior segment optical coherence tomography were analyzed.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,patient-eye capsular-tension-ring surgery outcome workbook,IOL surgical-outcome prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include Miyoshi_data.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents patient-eye capsular-tension-ring surgery outcome workbook, providing structured human-derived inputs and/or targets for IOL surgical-outcome prediction.",,medium,2026-08-02
dryad_toric_iol_incision,Toric Intraocular Lens Incision Outcome Dataset,10.5061/dryad.01n20,1,Data from: Clinical efficacy of implantation of toric intraocular lenses with different incision positions: a comparative study of steep-axis incision and non-steep-axis incision,1,65825,human_participant_or_patient_data,human_participant_or_patient_data,Data from: Clinical efficacy of implantation of toric intraocular lenses with different incision positions: a comparative study of steep-axis incision and non-steep-axis incision Background: To compare the clinical outcomes after implantation of AcrySof Toric IOLs with different clear corneal incisions.,complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,patient-eye toric-IOL incision and postoperative outcome table,postoperative refractive-outcome prediction,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include toric data.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents patient-eye toric-IOL incision and postoperative outcome table, providing structured human-derived inputs and/or targets for postoperative refractive-outcome prediction.",,medium,2026-08-02
dryad_uveal_melanoma_coog2,COOG2.1 Uveal Melanoma Prognostic Dataset,10.5061/dryad.n8pk0p340,2,15-gene expression profile and PRAME as an integrated prognostic test for uveal melanoma: First report of Collaborative Ocular Oncology Group Study No. 2 (COOG2.1),2,84124,human_participant_or_patient_data,human_participant_or_patient_data,15-gene expression profile and PRAME as an integrated prognostic test for uveal melanoma: First report of Collaborative Ocular Oncology Group Study No.,complete_current_deposit_structurally_inspected,"complete_small_deposit_structure_reviewed: delimited_table=1, text=1","1,577-subject uveal-melanoma gene-expression, PRAME, clinical, and follow-up records",metastasis-risk prediction,"Official Dryad title/abstract/methods and official current-version file listing; named deposited files include COOG2.1_Data.csv, README.md.",included_human_or_human_derived_model_resource,True,"The deposit documents 1,577-subject uveal-melanoma gene-expression, PRAME, clinical, and follow-up records, providing structured human-derived inputs and/or targets for metastasis-risk prediction.",,medium,2026-08-02
dryad_uveitis_vitreous_biomarkers,Uveitis Vitreous Biomarker Dataset,10.5061/dryad.597ch,1,Data from: Comprehensive analysis of vitreous specimens for uveitis classification: a prospective multicentre observational study,1,74836,human_participant_or_patient_data,human_participant_or_patient_data,"Conclusions: Uveitis aetiologies had distinct vitreous biomarker profiles, especially of infiltrating lymphocytes., Analyses of CD4/CD8 ratio, T- and B-lymphocyte subset, and pathogen DNA in vitreous samples have good safety profiles and high diagnostic value for uveitis classification.",complete_current_deposit_structurally_inspected,complete_small_deposit_structure_reviewed: xlsx_workbook=1,"234-eye vitreous biomarker, pathogen, uveitis-etiology, and visual-outcome table",uveitis etiology classification,Official Dryad title/abstract/methods and official current-version file listing; named deposited files include low data BMJ.xlsx.,included_human_or_human_derived_model_resource,True,"The deposit documents 234-eye vitreous biomarker, pathogen, uveitis-etiology, and visual-outcome table, providing structured human-derived inputs and/or targets for uveitis etiology classification.",,medium,2026-08-02
