doi,title,original_query_hits,initial_decision,matched_existing_record,relationship_type,final_decision,final_catalog_slug,reason,review_stage,official_source_url
10.5061/dryad.rv15dv4bv,Late gene therapy limits the restoration of retinal function in a mouse model of retinitis pigmentosa,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_rv15dv4bv,Mouse retinitis-pigmentosa gene-therapy microscopy directly supports retinal disease mechanism and restoration research.,scope_screen_c,https://doi.org/10.5061/dryad.rv15dv4bv
10.5061/dryad.rv15dv4hb,Data from: Asymmetric distribution of color-opponent  response types across mouse visual cortex  supports superior color vision in the sky,"[""\""visual field\"""", ""retina"", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,broad_screen,https://doi.org/10.5061/dryad.rv15dv4hb
10.5061/dryad.rv15dv4p6,Data from: Zeolitic imidazolate frameworks (ZIF-8) as a carrier in a topical ocular delivery system for the treatment of ocular diseases,"[""ocular"", ""ophthalmology"", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Material-characterization figure/source tables for an ocular delivery paper are not a standalone ocular data resource.,strict_screen_c,https://doi.org/10.5061/dryad.rv15dv4p6
10.5061/dryad.rxwdbrvcr,Luna 20 spinel-bearing lithic fragments,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.rxwdbrvcr
10.5061/dryad.s1rn8pkhb,Transcriptional responses in a mouse model of silicone wire embolization induced acute retinal artery Ischemia and Reperfusion,"[""\""optical coherence tomography\"""", ""ophthalmic"", ""retina"", ""retinal""]",include,,,included_new_record,dryad_s1rn8pkhb,Mouse retinal-artery ischemia expression data directly support retinal vascular-injury mechanisms.,scope_screen_c,https://doi.org/10.5061/dryad.s1rn8pkhb
10.5061/dryad.s1rn8pkk5,Data from: Multi-fluid MHD study of the disappearing solar wind event observed by MAVEN: Effects of solar wind density,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.s1rn8pkk5
10.5061/dryad.s1rn8pkpv,Data and code from: Thermodynamics and melting of a quantum quasicrystal,"[""orbit""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Paper, review, or software/code release without a distinct reusable eye-data resource.",broad_screen,https://doi.org/10.5061/dryad.s1rn8pkpv
10.5061/dryad.s46t627,Data from: An aposematic colour-polymorphic moth seen through the eyes of conspecifics and predators - sensitivity and colour discrimination in a tiger moth,"[""retinal""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",broad_screen,https://doi.org/10.5061/dryad.s46t627
10.5061/dryad.s4mw6m9b0,Evolutionary insights into Felidae iris color through ancestral state reconstruction,"[""iris""]",include,,,excluded_out_of_scope_or_false_positive,,"Felid iris-color ancestral reconstruction is comparative evolution, not an ophthalmic dataset.",scope_screen_c,https://doi.org/10.5061/dryad.s4mw6m9b0
10.5061/dryad.s502854,Data from: Exploring the visual world of fossilized and modern fungus gnat eyes (Diptera: Keroplatidae) with X-ray microtomography,"[""corneal""]",include,,,excluded_out_of_scope_or_false_positive,,Fungus-gnat eye micro-CT is comparative visual ecology rather than translational ocular biology.,scope_screen_c,https://doi.org/10.5061/dryad.s502854
10.5061/dryad.s7h44j1dh,Data from: Field-free deterministic switching of all-van der Waals spin-orbit torque system above room temperature,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",broad_screen,https://doi.org/10.5061/dryad.s7h44j1dh
10.5061/dryad.s9b6070,Data from: Unravelling the distinctive craniomandibular morphology of the Plio‐Pleistocene Eumysops in the evolutionary setting of South American octodontoid rodents (Hystricomorpha),"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.s9b6070
10.5061/dryad.sbcc2fr2h,Collective detection based on visual information in animal groups,"[""\""visual field\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.sbcc2fr2h
10.5061/dryad.sbcc2fr5b,Data from: A phylogenetic study to assess the link between biome specialisation and diversification in swallowtail butterflies,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.sbcc2fr5b
10.5061/dryad.sbcc2fr6n,Exploring phenotypic diversity of pigmented traits and iris features in Pakistani population,"[""iris""]",include,,,included_new_record,dryad_sbcc2fr6n,Individual human iris-feature and pigmentation records are directly reusable ocular-biometric data.,scope_screen_c,https://doi.org/10.5061/dryad.sbcc2fr6n
10.5061/dryad.sbcc2fr7b,Guppies (Poecilia reticulata) are deceived by visual illusions during obstacle negotiation,"[""\""retinal image\"""", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.sbcc2fr7b
10.5061/dryad.sbcc2fr7r,Gender and age-related differences of ccular biometric parameters in patients undergoing cataract surgery in Bosnia and Herzegovina,"[""cataract"", ""cornea"", ""corneal"", ""ocular"", ""ophthalmology""]",include,,,included_new_record,dryad_sbcc2fr7r,Cataract-surgery patient ocular-biometry table is direct human ophthalmic clinical data.,scope_screen_c,https://doi.org/10.5061/dryad.sbcc2fr7r
10.5061/dryad.sd845,Data from: Determining population structure and hybridization for two iris species,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Plant genus Iris search collision; not an ocular resource.,broad_screen,https://doi.org/10.5061/dryad.sd845
10.5061/dryad.sf7m0cggh,Robust semi-automatic vessel tracing in the human retinal image by an instance segmentation neural network,"[""\""retinal image\"""", ""fundus"", ""retinal""]",include,,,included_new_record,dryad_sf7m0cggh,Human retinal-vessel trace annotations are a meaningful fundus-imaging annotation layer.,scope_screen_c,https://doi.org/10.5061/dryad.sf7m0cggh
10.5061/dryad.sf85s,"Data from: Two new species of Ichthyosaurus from the lowermost Jurassic (Hettangian) of Somerset, England","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.sf85s
10.5061/dryad.sj3tx968w,The origin of blinking in both mudskippers and tetrapods is linked to life on land,"[""cornea""]",include,,,excluded_out_of_scope_or_false_positive,,"Mudskipper/tetrapod blinking videos address evolutionary transition and nonclinical behavior, outside strict scope.",scope_screen_c,https://doi.org/10.5061/dryad.sj3tx968w
10.5061/dryad.sj3tx96fq,Data from: Temporal power of a cycling sprinter: Experiments & effective time theory,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.sj3tx96fq
10.5061/dryad.sm12c,Data from: Genetic basis for red coloration in birds,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.sm12c
10.5061/dryad.sn02v6x2x,Data from: Corneal laser procedure for vision improvement in patients with late stage dry age-related macular degeneration,"[""\""slit lamp\"""", ""corneal"", ""macular"", ""retinal""]",include,,,included_new_record,dryad_sn02v6x2x,Human corneal-laser outcomes in AMD are direct ophthalmic clinical data.,scope_screen_c,https://doi.org/10.5061/dryad.sn02v6x2x
10.5061/dryad.sn42f,Data from: Colour misbinding during motion rivalry,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.sn42f
10.5061/dryad.sn69s,"Data from: Image based modelling of lateral magma flow: the Basement Sill, Antarctica","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.sn69s
10.5061/dryad.sqv9s4nhj,Data from: Evaluating the roles of signaling and camouflage in the evolution of iris color in <em>Tyranni</em> passerines,"[""iris""]",include,,,excluded_out_of_scope_or_false_positive,,"Passerine iris-color evolution is comparative ecology/evolution, not an ophthalmic resource.",scope_screen_c,https://doi.org/10.5061/dryad.sqv9s4nhj
10.5061/dryad.stqjq2c0j,"Lesion evolution and neurodegeneration in RVCL-S, a monogenic microvasculopathy","[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.stqjq2c0j
10.5061/dryad.sxksn036z,Centroid values of aerosol optical properties for 8 sub-types based in AERONET inversion data (1993–2018),"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.sxksn036z
10.5061/dryad.t0p2f2c,Data from: Cardinalfishes (Apogonidae) show visual system adaptations typical of nocturnally and diurnally active fish,"[""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,"Cardinalfish visual-system adaptation data are comparative ecology/evolution, outside strict scope.",scope_screen_c,https://doi.org/10.5061/dryad.t0p2f2c
10.5061/dryad.t1g1jwt3r,Representations of color and form in mouse visual cortex,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,broad_screen,https://doi.org/10.5061/dryad.t1g1jwt3r
10.5061/dryad.t4b8gtj77,Data from: An essential experimental control for functional connectivity mapping with optogenetics,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.t4b8gtj77
10.5061/dryad.t6dg1,Data from: Misuse of bird digital distribution maps creates reversed spatial diversity patterns in the Amazon,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.t6dg1
10.5061/dryad.t749b,Data from: Are flatfishes (Pleuronectiformes) monophyletic?,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.t749b
10.5061/dryad.t8011,Data from: Real-time modulation of perceptual eye dominance in humans,"[""ocular""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Single small workbook is article-level perceptual source data, not a standalone ocular research resource.",strict_screen_c,https://doi.org/10.5061/dryad.t8011
10.5061/dryad.t960f,Data from: Determination of the genetic architecture underlying short wavelength sensitivity in Lake Malawi cichlids,"[""retina""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Two small derived gene-expression tables are paper support rather than a reusable ocular resource.,strict_screen_c,https://doi.org/10.5061/dryad.t960f
10.5061/dryad.t9n4n3p,"An investigation of antihypertensive class, dementia, and cognitive decline","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.t9n4n3p
10.5061/dryad.tb2rbp0cq,Serial block face scanning electron micrographs of mouse outer retina,"[""retina""]",include,,,included_new_record,dryad_tb2rbp0cq,Serial block-face images are directly reusable mouse outer-retina ultrastructure data.,scope_screen_c,https://doi.org/10.5061/dryad.tb2rbp0cq
10.5061/dryad.tdz08kq4d,Descending neurons of the hoverfly respond to pursuits of artificial targets ,"[""\""visual field\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tdz08kq4d
10.5061/dryad.tdz08kq8t,"Sphingosine-1-phosphate signaling regulates the ability of Müller glia to become neurogenic, proliferating progenitor-like cells","[""retina"", ""retinal""]",include,,,included_new_record,dryad_tdz08kq8t,Chick Müller-glia single-cell data directly support retinal regeneration biology.,scope_screen_c,https://doi.org/10.5061/dryad.tdz08kq8t
10.5061/dryad.tdz08kqb1,Data from: Unravelling the difference in craniofacial morphology of Yucatan miniature and standard pigs during postnatal ontogeny,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tdz08kqb1
10.5061/dryad.th8334d,Data from: Evolutionary signatures of photoreceptor transmutation in geckos reveal potential adaptation and convergence with snakes,"[""retina"", ""retinal""]",include,,,excluded_out_of_scope_or_false_positive,,"Gecko photoreceptor transmutation study is evolutionary comparison rather than disease, imaging, or translational retinal biology.",scope_screen_c,https://doi.org/10.5061/dryad.th8334d
10.5061/dryad.tht76hf0c,Dataset for RSOS-211108,"[""corneal""]",exclude,dryad_cornea_oct_pentacam,exact_duplicate,existing_catalog_record,,Exact Dryad DOI already cataloged as dryad_cornea_oct_pentacam.,broad_screen_exact_catalog_doi_match,https://doi.org/10.5061/dryad.tht76hf0c
10.5061/dryad.tht76hf10,Deep sequencing data for document titled: Rolling circle RNA synthesis catalysed by RNA,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tht76hf10
10.5061/dryad.tht76hfc8,Engineered virus-like particles for transient delivery of prime editor ribonucleoprotein complexes in vivo,"[""retina"", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tht76hfc8
10.5061/dryad.tmpg4f4vb,Effects of capsular tension ring on surgical outcomes of premium intraocular lens in patients with suspected zonular weakness,"[""\""anterior segment\"""", ""\""optical coherence tomography\""""]",include,,,included_new_record,dryad_tmpg4f4vb,Human cataract IOL surgical outcomes are direct ophthalmic clinical data.,scope_screen_c,https://doi.org/10.5061/dryad.tmpg4f4vb
10.5061/dryad.tmpg4f5f9,Data from: Spatial biases in visual feature representation of mouse dorsal lateral geniculate nucleus boutons,"[""retina"", ""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tmpg4f5f9
10.5061/dryad.tn70pf1,Data from: Shortwave sand transport in the shallow surf zone,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tn70pf1
10.5061/dryad.tp24j18,Data from: Response to short-term deprivation of the human adult visual cortex measured with 7T BOLD,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,broad_screen,https://doi.org/10.5061/dryad.tp24j18
10.5061/dryad.tq0gt,Data from: Using hidden Markov models to improve quantifying physical activity in accelerometer data – a simulation study,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tq0gt
10.5061/dryad.tq63tp2,"Data from: Metabolism and foraging strategies of mid-latitude mesozooplankton during cyanobacterial blooms as revealed by fatty acids, amino acids and their stable carbon isotopes","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tq63tp2
10.5061/dryad.tqjq2bw21,"Optomotor response (eye movment) and avoidance responses (locomotor activity) of crabs Neohelice granulata for LP-lesioned, control lesioned and control crabs","[""retina""]",include,,,excluded_out_of_scope_or_false_positive,,Crab locomotor tracking lacks ocular measurements and the source videos are absent; visual-keyword collision.,strict_screen_c,https://doi.org/10.5061/dryad.tqjq2bw21
10.5061/dryad.tqjq2bwbj,Data from: Engineered nucleocytosolic vehicles for loading of programmable editors,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tqjq2bwbj
10.5061/dryad.tqjq2bwc6,Data from: Emergent Rashba spin-orbit coupling in bulk gold with buried network of nanoscale interfaces,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",broad_screen,https://doi.org/10.5061/dryad.tqjq2bwc6
10.5061/dryad.tx95x6b4m,Data of top 50 most cited articles about COVID-19 and the complications of COVID-19,"[""ophthalmology""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.tx95x6b4m
10.5061/dryad.v15dv41vz,Attention and distraction in the modular visual system of a jumping spider,"[""retinal""]",exclude,,,excluded_out_of_scope_or_false_positive,,Vision/behaviour search hit without direct ocular or ophthalmic data in the repository metadata.,broad_screen,https://doi.org/10.5061/dryad.v15dv41vz
10.5061/dryad.v18jj97,"Data from: Flow, flux and feeding in freshwater mussels","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.v18jj97
10.5061/dryad.v2n78h0,Data from: Losing the trait without losing the signal: evolutionary shifts in communicative colour signalling,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.v2n78h0
10.5061/dryad.v3s00,Data from: The evolution of complexity in the visual systems of stomatopods: insights from transcriptomics,"[""retina""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Small opsin contig supplement does not establish a separately reusable ocular research object.,strict_screen_c,https://doi.org/10.5061/dryad.v3s00
10.5061/dryad.v41ns1s3p,Landscape diversity is correlated with satellite-sensed primary productivity in North America,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.v41ns1s3p
10.5061/dryad.v4455hc,Data from: Systematic review on barriers and enablers for access to diabetic retinopathy screening services in different income settings,"[""\""diabetic retinopathy\"""", ""\""retinal image\"""", ""retinal""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Paper, review, or software/code release without a distinct reusable eye-data resource.",broad_screen,https://doi.org/10.5061/dryad.v4455hc
10.5061/dryad.v6st3,Data from: From cellular characteristics to disease diagnosis: uncovering phenotypes with supercells,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.v6st3
10.5061/dryad.v6wwpzgs5,‘The last channel’:  Vision at the temporal margin of the field,"[""\""visual field\"""", ""retina""]",include,,,excluded_out_of_scope_or_false_positive,,Human peripheral-vision psychophysics is not ophthalmology or ocular data under the catalog boundary.,strict_screen_c,https://doi.org/10.5061/dryad.v6wwpzgs5
10.5061/dryad.v6wwpzh1b,Data from: Micropulse transscleral cyclophotocoagulation results in secondary glaucoma,"[""glaucoma""]",include,,,included_new_record,dryad_v6wwpzh1b,Human secondary-glaucoma treatment outcomes are direct ophthalmic clinical data.,scope_screen_c,https://doi.org/10.5061/dryad.v6wwpzh1b
10.5061/dryad.v6wwpzh23,"Supporting materials and data from: Hypotheses concerning global magnetospheric convection, magnetosphere-Ionosphere coupling, and auroral activity at Uranus","[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.v6wwpzh23
10.5061/dryad.v9p0b,Data from: Retinal capillary rarefaction in patients with untreated mild-moderate hypertension,"[""iris"", ""retinal""]",include,,,included_new_record,dryad_v9p0b,Human retinal-capillary measurements are directly reusable retinal vascular clinical data.,scope_screen_c,https://doi.org/10.5061/dryad.v9p0b
10.5061/dryad.vhhmgqnvf,Multiple sequence alignments and phylogenetic trees from: Co-option of the limb patterning program in cephalopod eye development,"[""retina""]",include,,,excluded_out_of_scope_or_false_positive,,Phylogenetic/alignment supplement for cephalopod development is not a standalone ocular data resource.,strict_screen_c,https://doi.org/10.5061/dryad.vhhmgqnvf
10.5061/dryad.vhhmgqp2c,Data from: Light environment and seasonal variation in the visual system of the red shiner (Cyprinella lutrensis),"[""ocular""]",include,,,excluded_out_of_scope_or_false_positive,,Red-shiner visual-system adaptation data are comparative ecology/evolution outside the strict boundary.,scope_screen_c,https://doi.org/10.5061/dryad.vhhmgqp2c
10.5061/dryad.vk62410,Data from: Epidemiology of NMOSD in Sweden from 1987-2013: a nationwide population-based study,"[""ophthalmology""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.vk62410
10.5061/dryad.vp825,Data from: Lateralization in alpha-band oscillations predicts the locus and spatial distribution of attention,"[""\""visual field\""""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.vp825
10.5061/dryad.vq83bk3s8,Spatially displaced excitation contributes to the encoding of interrupted motion by the retinal direction-selective circuit,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_vq83bk3s8,Mouse retinal direction-selective circuit recordings are directly reusable retinal-biology data.,scope_screen_c,https://doi.org/10.5061/dryad.vq83bk3s8
10.5061/dryad.vq83bk3z8,Imaging dataset from: Longitudinal tracking of acute kidney injury reveals injury propagation along the nephron,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.vq83bk3z8
10.5061/dryad.vq83bk429,Data and code from: 3D-SOCS: synchronized video capture for posture estimation,"[""\""visual field\""""]",exclude,,,excluded_insufficient_reusable_ophthalmic_data,,"Paper, review, or software/code release without a distinct reusable eye-data resource.",broad_screen,https://doi.org/10.5061/dryad.vq83bk429
10.5061/dryad.vq83bk46x,The oral and lower airway microbiota and coronary heart disease in COPD patients and controls,"[""angiography""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.vq83bk46x
10.5061/dryad.vx0k6djwf,Amacrine cells differentially balance zebrafish colour circuits in the central and peripheral retina,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_vx0k6djwf,Zebrafish amacrine-cell recordings are directly reusable inner-retina biology data.,scope_screen_c,https://doi.org/10.5061/dryad.vx0k6djwf
10.5061/dryad.vx0k6dk1k,Mars Reconnaissance Orbiter (MRO) Mars Color Imager (MARCI) north seasonal cap original movies Mars years 28 to 35,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.vx0k6dk1k
10.5061/dryad.vx0k6dk5m,Data from: Gene flow blurs species boundaries in the <em>Juncus ensifolius</em> – <em>saximontanus</em> (Poales: Juncaceae) species complex,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.vx0k6dk5m
10.5061/dryad.w0vt4b8n3,Fovea-like photoreceptor specialisations underlie single UV-cone driven prey capture behaviour in zebrafish,"[""\""visual field\"""", ""retinal""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,Only a single Tau-results spreadsheet is deposited; no standalone imaging/omics resource is supplied.,strict_screen_c,https://doi.org/10.5061/dryad.w0vt4b8n3
10.5061/dryad.w0vt4b8w1,Evolution along allometric lines of least resistance: Morphological differentiation in Pristurus geckos,"[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.w0vt4b8w1
10.5061/dryad.w0vt4b91w,Data and code from: Head-mounted surgical robots are an enabling technology for subretinal injections,"[""ophthalmology"", ""retina"", ""retinal""]",exclude,dryad_subretinal_robot,exact_duplicate,existing_catalog_record,,Exact Dryad DOI already cataloged as dryad_subretinal_robot.,broad_screen_exact_catalog_doi_match,https://doi.org/10.5061/dryad.w0vt4b91w
10.5061/dryad.w3r2280tq,The power of vision: Calibration of auditory space after sight restoration from congenital cataracts,"[""cataract""]",include,,,excluded_out_of_scope_or_false_positive,,Auditory-space calibration is not an ocular resource; cataract history is contextual only.,strict_screen_c,https://doi.org/10.5061/dryad.w3r2280tq
10.5061/dryad.w3r228143,Photoreceptor loss does not recruit neutrophils despite strong microglial activation,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_w3r228143,Photoreceptor-loss microscopy directly supports retinal-degeneration and ocular-inflammation mechanisms.,scope_screen_c,https://doi.org/10.5061/dryad.w3r228143
10.5061/dryad.wdbrv15kp,Data from: A snapping shrimp has the fastest vision of any aquatic animal,"[""retina""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.wdbrv15kp
10.5061/dryad.wdbrv15rj,Natural disease history of a canine model of oligogenic RPGRIP1-cone-rod dystrophy establishes variable effects of previously and newly mapped modifier loci,"[""\""optical coherence tomography\"""", ""retinal""]",include,,,included_new_record,dryad_wdbrv15rj,Canine cone-rod-dystrophy sequencing directly supports inherited retinal-disease mechanism research.,scope_screen_c,https://doi.org/10.5061/dryad.wdbrv15rj
10.5061/dryad.wm37pvmq8,Raw data for the article: A Cryptochrome adopts distinct moon- and sunlight states and functions as sun- versus moonlight interpreter in monthly oscillator entrainment,"[""ocular""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.wm37pvmq8
10.5061/dryad.wpzgmsbnb,"Win some, lose some: mesocosm communities maintain community productivity despite lower phosphorus availability because of increased species diversity","[""iris""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.wpzgmsbnb
10.5061/dryad.wstqjq2n5,Data from: Spectral inference reveals principal cone-integration rules of the zebrafish inner retina,"[""retina"", ""retinal""]",include,,,included_new_record,dryad_wstqjq2n5,Zebrafish bipolar-cell traces are directly reusable inner-retina physiology data.,scope_screen_c,https://doi.org/10.5061/dryad.wstqjq2n5
10.5061/dryad.wstqjq2vg,CO and H2S-adsorbed 1D AlSi structures for gas sensing applications,"[""orbit""]",exclude,,,excluded_out_of_scope_or_false_positive,,Unrelated keyword search hit; not an eye or ophthalmology data resource.,broad_screen,https://doi.org/10.5061/dryad.wstqjq2vg
10.5061/dryad.wwpzgmssx,Comprehensive study for SNARE involved in the post-Golgi transport in Drosophila photoreceptors,"[""retina""]",include,,,excluded_insufficient_reusable_ophthalmic_data,,"Deposit contains plasmid/construct files and README only; code/materials deposit, not ocular data.",strict_screen_c,https://doi.org/10.5061/dryad.wwpzgmssx
10.5061/dryad.x0k6djhf8,In the corner of the eye: camouflaging motion in the peripheral visual field,"[""\""visual field\"""", ""retina""]",include,,,excluded_out_of_scope_or_false_positive,,Peripheral-vision behavioral data are not ophthalmology or ocular data under the catalog boundary.,strict_screen_c,https://doi.org/10.5061/dryad.x0k6djhf8
