record_id,canonical_name,catalog_version,catalog_search_cutoff,identity_review_date,current_catalog_record,resource_role,resource_role_definition,dataset_family_id,dataset_family_member_count,dataset_family_members,outgoing_relationship_types,outgoing_relationship_targets,incoming_relationship_sources,relationship_evidence_urls,official_source_url,counting_rule
mendeley_trabecular_microbypass_stent_implantation_pseudophakic_eyes,Data for: Trabecular microbypass stent implantation in pseudophakic eyes with open-angle glaucoma: long-term results,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_trabecular_microbypass_stent_implantation_pseudophakic_eyes,1,mendeley_trabecular_microbypass_stent_implantation_pseudophakic_eyes,,,,,https://data.mendeley.com/datasets/zsxt8wk4sh,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_two_photon_excited_fluorescence_scanning_laser,Two-photon excited fluorescence scanning laser ophthalmoscopy images and software for data processing,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_two_photon_excited_fluorescence_scanning_laser,1,mendeley_two_photon_excited_fluorescence_scanning_laser,,,,,https://data.mendeley.com/datasets/nhpnt78ssy,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_utilizing_responsive_web_portal_studying_disc,Data for: Utilizing A Responsive Web Portal For Studying Disc Tracing Agreement in Retinal Images,0.6.0,2026-08-02,2026-08-02,True,annotation_layer,"A data product whose principal addition is labels, masks, reports, questions, reasoning records, or other annotations for existing data.",mendeley_utilizing_responsive_web_portal_studying_disc,1,mendeley_utilizing_responsive_web_portal_studying_disc,derived_from,drishti_gs,,https://data.mendeley.com/datasets/7xv5rzxgrh,https://data.mendeley.com/datasets/7xv5rzxgrh,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_vivo_analysis_comparison_anterior_segment_structures,In Vivo Analysis and Comparison of Anterior Segment Structures of Both Eyes in Unilateral Herpetic Anterior Uveitis,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_vivo_analysis_comparison_anterior_segment_structures,1,mendeley_vivo_analysis_comparison_anterior_segment_structures,,,,,https://data.mendeley.com/datasets/hmz2cz3jcg,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mendeley_vivo_cone_photoreceptor_topography_human_foveola,In-vivo cone photoreceptor topography of the human foveola,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mendeley_vivo_cone_photoreceptor_topography_human_foveola,1,mendeley_vivo_cone_photoreceptor_topography_human_foveola,,,,,https://data.mendeley.com/datasets/m5nkpb8phv,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
messidor2,MESSIDOR-2,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,messidor2,1,messidor2,,,multieye,https://arxiv.org/abs/2412.09402,https://www.adcis.net/en/third-party/messidor2/,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mfiddr,MFIDDR: Multi-Field Imaging Dataset for Diabetic Retinopathy,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mfiddr,1,mfiddr,,,,,https://github.com/mfiddr/MFIDDR,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mgd1k,MGD-1k Meibomian Gland Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mgd1k,1,mgd1k,,,,,https://mgd1k.github.io/index.html,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
migs_video,Multicenter Fine-Annotated MIGS Surgical Video Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,migs_video,1,migs_video,,,,,https://zenodo.org/records/19438128,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mm_retinal_reason,MM-Retinal-Reason: Ophthalmology Multimodal Reasoning Dataset,0.6.0,2026-08-02,2026-08-02,True,annotation_layer,"A data product whose principal addition is labels, masks, reports, questions, reasoning records, or other annotations for existing data.",mm_retinal_reason,1,mm_retinal_reason,derived_from,acrima|aptos2019|chaksu|ddr|deepdrid|drishti_gs|duke_chiu_boe|e_ophtha|eyepacs|fives|g1020|gamma|goals|hassan_composite_retina|hrf|idrid|jichi|kermany_oct|lag|oct_c8|octa_500|octdl|octid|oimhs|palm|papila|paraguay_dr|refuge2|rfmid|roc|stage_task1|stage_task2|stare|sustech_sysu,,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mmrdr,MMRDR: Multi-Modal Retinal Diabetic Retinopathy Dataset,0.6.0,2026-08-02,2026-08-02,True,derivative_dataset,"A distinct data product that reuses one or more cataloged resources and adds processing, representations, synthesis, aggregation, or benchmark structure.",mmrdr,1,mmrdr,derived_from,ddr,,https://doi.org/10.1038/s41597-026-07005-9,https://doi.org/10.6084/m9.figshare.29423747,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mpii_gaze,MPIIGaze Appearance-Based Gaze Estimation Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mpii_gaze,1,mpii_gaze,,,,,https://www.mpi-inf.mpg.de/de/departments/computer-vision-and-machine-learning/research/gaze-based-human-computer-interaction/appearance-based-gaze-estimation-in-the-wild,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mpxv_ocular_manifestations_south_kivu,MPXV Ocular Manifestations South Kivu Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mpxv_ocular_manifestations_south_kivu,1,mpxv_ocular_manifestations_south_kivu,,,,,https://doi.org/10.1371/journal.pgph.0005971.s001,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mshf,Multi-Source Heterogeneous Fundus Dataset for Image Quality Assessment,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,mshf,1,mshf,,,,,https://doi.org/10.6084/m9.figshare.21507564,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
msila_fundus_dr,M'Sila Retinal Fundus Dataset for Diabetic Retinopathy Classification,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,msila_fundus_dr,1,msila_fundus_dr,,,,,https://zenodo.org/records/19169587,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
multieye,MultiEYE: OCT-Enhanced Fundus Multi-Disease Benchmark,0.6.0,2026-08-02,2026-08-02,True,derivative_dataset,"A distinct data product that reuses one or more cataloged resources and adds processing, representations, synthesis, aggregation, or benchmark structure.",multieye,1,multieye,derived_from,ddr|eyepacs|fives|goals|hassan_composite_retina|kermany_oct|messidor2|octid|odir2019|rfmid|rfmid2|stare|vietai_retinal_disease,,https://arxiv.org/abs/2412.09402,https://huggingface.co/datasets/Luxuriant16/MultiEYE,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
mured,MuReD: Multi-label Retinal Diseases Dataset,0.6.0,2026-08-02,2026-08-02,True,derivative_dataset,"A distinct data product that reuses one or more cataloged resources and adds processing, representations, synthesis, aggregation, or benchmark structure.",mured,1,mured,derived_from,rfmid|stare,x_pcr,https://doi.org/10.17632/pc4mb3h8hz.1|https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af,https://data.mendeley.com/datasets/pc4mb3h8hz/1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
myopic_regression_fundus,Myopic Regression after Corneal Refractive Surgery Fundus Sample,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,myopic_regression_fundus,1,myopic_regression_fundus,,,,,https://data.mendeley.com/datasets/k34rvfw3dg/2,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
natural_scene_eye_tracking_collection,Natural-Scene Tobii Eye-Tracking Collection,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,natural_scene_eye_tracking_collection,1,natural_scene_eye_tracking_collection,,,,,https://doi.org/10.6084/m9.figshare.30520733.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
nd_iris_0405,ND-IRIS-0405 Iris Image Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,nd_iris_0405,1,nd_iris_0405,,,,,https://tsapps.nist.gov/BDbC/Search/Details/371,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
nehut,NEH-UT Retinal OCT Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,nehut,1,nehut,,,,,https://data.mendeley.com/datasets/8kt969dhx6/2,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ochid,OCHID: OCT Choroidal Image Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ochid,1,ochid,,,,,https://imed.nimte.ac.cn/OCHID.html,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
oct5k,OCT5k: Multi-Disease Retinal Layer Annotations,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,oct5k,1,oct5k,,,,,https://doi.org/10.5522/04/22128671,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
oct_c8,Retinal OCT-C8: 8-Class OCT Classification,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,oct_c8,1,oct_c8,,,mm_retinal_reason|x_pcr,https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://www.kaggle.com/datasets/obulisainaren/retinal-oct-c8,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
oct_cirrus,Duke Srinivasan Retinal OCT Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,oct_cirrus,1,oct_cirrus,,,,,https://people.duke.edu/~sf59/Srinivasan_BOE_2014_dataset.htm,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
oct_fundus_dme_dr_mexico,OCT and Eye Fundus Dataset for DME and DR,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,oct_fundus_dme_dr_mexico,1,oct_fundus_dme_dr_mexico,,,,,https://github.com/Traslational-Visual-Health-Laboratory/OCT-AND-EYE-FUNDUS-DATASET,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
oct_macular_hole_postsurgery,HD-OCT of Macular Hole Before and After Surgery,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,oct_macular_hole_postsurgery,1,oct_macular_hole_postsurgery,,,,,https://www.kaggle.com/datasets/mathieugodbout/oct-postsurgery-visual-improvement,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
oct_ms_jhu,OCT Retinal Layer Segmentation — MS & Healthy Controls (JHU/IACL),0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,oct_ms_jhu,1,oct_ms_jhu,,,,,https://iacl.ece.jhu.edu/~aaron/data/OCT_Manual_Delineations-2018_June_29_b.zip,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
octa_500,OCTA-500: Large-scale OCTA Multi-task Benchmark,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,octa_500,1,octa_500,,,mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://ieee-dataport.org/open-access/octa-500,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
octa_macula_coronal,OCTA Macula Coronal Views,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,octa_macula_coronal,1,octa_macula_coronal,,,,,https://data.mendeley.com/datasets/p5h7x55zw7/1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
octave,OCTAVE: 3D SD-OCT Retinal Segmentation Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,octave,1,octave,,,,,https://zenodo.org/records/14580071,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
octdl,OCTDL: OCT Deep Learning Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,octdl,1,octdl,,,mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://data.mendeley.com/datasets/sncdhf53xc/4,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
octid,OCTID: OCT Image Database,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,octid,1,octid,,,mm_retinal_reason|multieye|x_pcr,https://arxiv.org/abs/2412.09402|https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://borealisdata.ca/dataverse/OCTID,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ocular_chat_vqa,OcularChat-VQA: AREDS-Derived Patient-Physician Dialogue Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ocular_chat_vqa,1,ocular_chat_vqa,,,,,https://huggingface.co/datasets/ncbi/OcularChat-VQA,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ocular_generalized_myasthenia_korea,Ocular and Generalized Myasthenia Gravis Korea Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ocular_generalized_myasthenia_korea,1,ocular_generalized_myasthenia_korea,,,,,https://doi.org/10.6084/m9.figshare.31981347.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
oculoscope,OculoScope: Fairer AI in Ophthalmology Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,oculoscope,1,oculoscope,,,,,https://figshare.com/s/926c2c2ef9e77ab5eb9d,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
odir2019,ODIR-2019: Ocular Disease Intelligent Recognition,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,odir2019,1,odir2019,,,amdnet23|aod|multieye|smdg|x_pcr,https://arxiv.org/abs/2412.09402|https://doi.org/10.17632/d73g6m8d5m.1|https://doi.org/10.17632/yj35kjgrv3.1|https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,https://www.kaggle.com/datasets/andrewmvd/ocular-disease-recognition-odir5k,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
oimhs,OIMHS: OCT Image Macular Hole Segmentation Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,oimhs,1,oimhs,,,lmod_plus|mm_retinal_reason|x_pcr,https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://kfzyqin.github.io/lmod_plus/,https://doi.org/10.6084/m9.figshare.23508453,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
olives,OLIVES: Ophthalmic Labels for Investigating Visual Eye Semantics,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,olives,1,olives,,,,,https://zenodo.org/records/7105232,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ophnet2024,OphNet2024: Ophthalmic Surgical Video Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ophnet2024,1,ophnet2024,,,,,https://huggingface.co/datasets/xioamiyh/OphNet2024,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ophora,Ophora-160K: Ophthalmic Surgical Video Instruction Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ophora,1,ophora,,,,,https://huggingface.co/datasets/General-Medical-AI/Ophora-160K,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ophthalmology_eqa_v3,Ophthalmology-EQA-v3,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ophthalmology_eqa_v3,1,ophthalmology_eqa_v3,,,,,https://huggingface.co/datasets/BaekSeungJu/Ophthalmology-EQA-v3,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ophthalmology_mcqa_v3,Ophthalmology-MCQA-v3,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ophthalmology_mcqa_v3,1,ophthalmology_mcqa_v3,,,,,https://huggingface.co/datasets/BaekSeungJu/Ophthalmology-MCQA-v3,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ophthalmology_pubmed_corpus,Ophthalmology PubMed Corpus,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ophthalmology_pubmed_corpus,1,ophthalmology_pubmed_corpus,,,,,https://huggingface.co/datasets/BaekSeungJu/Ophthalmology-PubMed-Corpus,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ophthalvqa,OphthalVQA Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ophthalvqa,1,ophthalvqa,,,,,https://doi.org/10.6084/m9.figshare.25624917,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ophthalwechat,OphthalWeChat Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ophthalwechat,1,ophthalwechat,,,,,https://doi.org/10.6084/m9.figshare.29064149,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
ophtho_readability,Language and Readability Barriers in Ophthalmology Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,ophtho_readability,1,ophtho_readability,,,,,https://zenodo.org/records/16592100,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
paired_retina,Paired Retina Dataset: Cross-Device Fundus Pairs,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,paired_retina,1,paired_retina,,,,,https://huggingface.co/datasets/smartretina2025/paired_retina,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
palm,PALM — iChallenge Pathologic Myopia,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,palm,1,palm,,,mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://drive.google.com/file/d/14XWD6kX0dVRfAyEc7FkZGKZibWEkvnyv/view,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
papila,PAPILA: Glaucoma Fundus Dataset with Clinical Data,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,papila,1,papila,,,glaucoma_expert_cot_refined|mm_retinal_reason|smdg,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://huggingface.co/datasets/yuzhench/glaucoma-expert-cot-refined-1077|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,https://zenodo.org/records/6379970,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
paraguay_dr,Paraguay Color Fundus DR Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,paraguay_dr,1,paraguay_dr,,,mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,https://zenodo.org/record/4647952,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
parkinsons_directional_oct,Parkinson Disease Directional OCT Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,parkinsons_directional_oct,1,parkinsons_directional_oct,,,,,https://doi.org/10.26188/30750011.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
parkinsons_outer_retinal_structure,Parkinson Disease Outer Retinal Structure and Function Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,parkinsons_outer_retinal_structure,1,parkinsons_outer_retinal_structure,,,,,https://doi.org/10.26188/24138420.v2,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
pco_namd,PCO-nAMD Paired CFP and OCT Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,pco_namd,1,pco_namd,,,,,https://doi.org/10.6084/m9.figshare.32873501.v1,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
perg_ioba,PERG-IOBA Ocular Electrophysiology Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,perg_ioba,1,perg_ioba,,,,,https://physionet.org/content/perg-ioba-dataset/1.0.0/,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
periorbital_segmentation,Open-Source Periorbital Segmentation Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,periorbital_segmentation,1,periorbital_segmentation,,,,,https://doi.org/10.5281/zenodo.13916845,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
pimd_visual_preference_eye_tracking,PIMD Visual Preference Eye-Tracking Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,pimd_visual_preference_eye_tracking,1,pimd_visual_preference_eye_tracking,,,,,https://doi.org/10.1371/journal.pone.0266176.s010,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
popeye_nir,PopEYE Infrared Ocular Image Dataset,0.6.0,2026-08-02,2026-08-02,True,current_dataset,A current cataloged data product without a more specific structural role.,popeye_nir,1,popeye_nir,,,,,https://zenodo.org/records/18430187,Current data products are counted once. Previous versions and unmodified alternate deposits are links only. Dataset-family counts collapse documented collection/component records and exact task views; derivatives and uncertain overlaps remain separate.
