record_id,canonical_name,primary_category,catalog_version,catalog_search_cutoff,relationship_review_date,official_source_url,source_check_status,review_outcome,outgoing_relationship_count,outgoing_relationship_types,outgoing_target_record_ids,incoming_relationship_count,incoming_source_record_ids,evidence_urls,external_or_unresolved_sources,rejected_candidate_notes,review_scope,reviewer
duke_chiu_boe,Duke OCT DME Dataset (Chiu BOE 2014),oct,0.4.0,2026-08-01,2026-08-01,http://people.duke.edu/~sf59/Chiu_BOE_2014_dataset.htm,checked_against_cited_source,confirmed_catalog_relationship,0,,,1,mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
duke_rpedc,Duke RPE-Drusen Complex OCT Dataset,oct,0.4.0,2026-08-01,2026-08-01,https://people.duke.edu/~sf59/RPEDC_Ophth_2013_dataset.htm,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
e_ophtha,E-ophtha (EX + MA): Exudate and Microaneurysm Segmentation,fundus,0.4.0,2026-08-01,2026-08-01,https://www.kaggle.com/datasets/samriddhibagchi/e-ophtha-diabetic-retinopathy-datasets-ex-ma,checked_against_cited_source,confirmed_catalog_relationship,0,,,2,dme_vqa|mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://zenodo.org/records/6784358,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eed_astig,EED-Astig Pediatric External-Eye Dataset,external_eye,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5281/zenodo.18976824,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
erdes,ERDES: Ocular Ultrasound Video Benchmark (Retinal Detachment + Macula),multimodal,0.4.0,2026-08-01,2026-08-01,https://arxiv.org/abs/2503.04525,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eth_xgaze,ETH-XGaze Extreme-Pose Gaze Estimation Dataset,eye_tracking,0.4.0,2026-08-01,2026-08-01,https://ait.ethz.ch/xgaze,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
external_eye_blepharitis,External Eye Photographs for Screening Referable Blepharitis,external_eye,0.4.0,2026-08-01,2026-08-01,https://data.mendeley.com/datasets/bp37vw4z8d/1,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eye_conjunctiva_segmentation,Eye Conjunctiva Segmentation Dataset,external_eye,0.4.0,2026-08-01,2026-08-01,https://data.mendeley.com/datasets/yxwjgcndg2/1,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eye_disease_image_mendeley,Eye Disease Image Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://data.mendeley.com/datasets/s9bfhswzjb/1,checked_against_cited_source,confirmed_catalog_relationship,0,,,1,x_pcr,https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eyecare_100k,Eyecare-100K: Multimodal Ophthalmology VQA Corpus,multimodal,0.4.0,2026-08-01,2026-08-01,https://github.com/DCDmllm/EyecareGPT,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eyecatcher_visual_field,Eyecatcher Tablet-Based Visual Field Home-Monitoring Data,visual_field,0.4.0,2026-08-01,2026-08-01,https://data.mendeley.com/datasets/swsfj47cxw/2,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eyepacs,EyePACS — Diabetic Retinopathy Detection (Kaggle 2015),fundus,0.4.0,2026-08-01,2026-08-01,https://www.kaggle.com/c/diabetic-retinopathy-detection,checked_against_cited_source,confirmed_catalog_relationship,0,,,6,bidr|dr_arranged|eyeq|mm_retinal_reason|multieye|x_pcr,https://arxiv.org/abs/2412.09402|https://github.com/HzFu/EyeQ|https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://tianchi.aliyun.com/dataset/93926|https://www.kaggle.com/datasets/pkdarabi/diagnosis-of-diabetic-retinopathy,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
eyeq,EyeQ Retinal Image Quality Assessment Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://github.com/HzFu/EyeQ,checked_against_cited_source,confirmed_catalog_relationship,1,derived_from,eyepacs,0,,https://github.com/HzFu/EyeQ,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fairvlmed,FairVLMed: Fair Vision-Language Medical Ophthalmic Dataset,multimodal,0.4.0,2026-08-01,2026-08-01,https://huggingface.co/datasets/harvardairobotics/FairVLMed,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,No official source statement supports the previous claim that FairVLMed and Harvard-FairVision use the same cohort.,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fang_sbsdi_oct,Duke Fang SBSDI Retinal OCT Dataset,oct,0.4.0,2026-08-01,2026-08-01,https://people.duke.edu/~sf59/Fang_TMI_2013.htm,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
farfum_rop,FARFUM-ROP: Fundus Annotation Repository for Retinopathy of Prematurity,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6084/m9.figshare.c.6721269,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
ffa_ir,FFA-IR Medical Report Dataset,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.13026/k5rp-9h43,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fimd,Fundus Image Myopia Development Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://data.mendeley.com/datasets/jkzsh6pcv4/1,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,FIMD follows the FIRE control-point annotation method but does not reuse FIRE images.,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fiqs,FIQS: Fundus Image Quality Scores Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6084/m9.figshare.28129847.v1,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fire,FIRE: Fundus Image Registration Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://projects.ics.forth.gr/cvrl/fire/,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fives,FIVES: Fundus Image Vessel Segmentation,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6084/m9.figshare.19688169,checked_against_cited_source,confirmed_catalog_relationship,0,,,3,mm_retinal_reason|multieye|smdg,https://arxiv.org/abs/2412.09402|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fociset_pamm,FociSet PAMM OCT Lesion Dataset,oct,0.4.0,2026-08-01,2026-08-01,https://data.mendeley.com/datasets/mkwxn7rjpm/2,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fovea,FOVEA: Pre/Intra-Operative Fundus + Biomicroscopy,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6084/m9.figshare.28329338,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fprm_retina,FPRM Multimodal Eye Imaging and Psychological Assessment Dataset,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.7303/syn61672643,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fundus_105k,Fundus-105K Text Dataset,text,0.4.0,2026-08-01,2026-08-01,https://huggingface.co/datasets/PJMixers-Dev/Fundus-105K,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fundus_avseg,Fundus-AVSeg: Artery-Vein-Crossing Segmentation,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6084/m9.figshare.27938034,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fundus_cc_2_5m,Fundus-CC-2.5M Text Corpus,text,0.4.0,2026-08-01,2026-08-01,https://huggingface.co/datasets/PJMixers-Dev/Fundus-CC-2.5M,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fundus_domain_generalization,Fundus Dataset for Domain Generalization in Optic Disc/Cup Segmentation,fundus,0.4.0,2026-08-01,2026-08-01,https://zenodo.org/records/8009107,checked_against_cited_source,confirmed_catalog_relationship,3,derived_from,drishti_gs|refuge2018|riga,0,,https://zenodo.org/records/8009107,ORIGA,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
fundus_report_dataset,Fundus Report Dataset,multimodal,0.4.0,2026-08-01,2026-08-01,https://huggingface.co/datasets/zzzzineun/fundus-report-dataset,checked_against_cited_source,confirmed_catalog_relationship,1,derived_from,deepdrid,0,,https://huggingface.co/datasets/zzzzineun/fundus-report-dataset,OUWFD,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
g1020,G1020: Glaucoma Benchmark Fundus Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://arxiv.org/abs/2006.09158,checked_against_cited_source,confirmed_catalog_relationship,0,,,3,lmod_plus|mm_retinal_reason|smdg,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://kfzyqin.github.io/lmod_plus/|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
gamma,GAMMA — Glaucoma Grading from Multi-Modality Images,multimodal,0.4.0,2026-08-01,2026-08-01,https://drive.google.com/file/d/1thJDE1_TR-xa8f3H-0PwPpDxun7rV8Sw/view,checked_against_cited_source,confirmed_catalog_relationship,1,component_of,ichallenge_oct,2,ichallenge_oct|mm_retinal_reason,http://hdmilab.cn/ichallenge|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
gaze360,Gaze360 Physically Unconstrained Gaze Dataset,eye_tracking,0.4.0,2026-08-01,2026-08-01,https://gaze360.csail.mit.edu/,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
gaze_capture,GazeCapture Mobile Eye-Tracking Dataset,eye_tracking,0.4.0,2026-08-01,2026-08-01,https://gazecapture.csail.mit.edu/dataset.php,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
ghana_eye_screening,Eye Screening Data for First-Year University Students in Ghana,tabular,0.4.0,2026-08-01,2026-08-01,https://data.mendeley.com/datasets/mfv6sb5wyc/4,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
glaucoma_eye_movements,Eye Movements of Glaucoma Patients with Asymmetrical Visual Field Loss,eye_tracking,0.4.0,2026-08-01,2026-08-01,https://zenodo.org/records/7761477,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
goals,GOALS — Glaucoma OCT Layer Segmentation (MICCAI 2022),oct,0.4.0,2026-08-01,2026-08-01,https://aistudio.baidu.com/competition/detail/783/0/introduction,checked_against_cited_source,confirmed_catalog_relationship,0,,,2,mm_retinal_reason|multieye,https://arxiv.org/abs/2412.09402|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
goblet_cell_segmentation,Human Conjunctival Goblet Cell Segmentation Dataset,cell_microscopy,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.5281/zenodo.18642562,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
grape,GRAPE: Glaucoma Real-world Appraisal Progression Ensemble,multimodal,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6084/m9.figshare.c.6406319,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
harvard_fairvision,"Harvard-FairVision (AMD + DR + Glaucoma, paired SLO + OCT)",multimodal,0.4.0,2026-08-01,2026-08-01,https://ophai.hms.harvard.edu/datasets/harvard-fairvision30k,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
harvard_gdp,Harvard GDP: Glaucoma Detection and Progression Dataset,oct,0.4.0,2026-08-01,2026-08-01,https://drive.google.com/drive/folders/1JMi_HCql113uc9X0DOaMkNfEWfxaDlEz,checked_against_cited_source,confirmed_catalog_relationship,0,,,1,x_pcr,https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
harvard_glaucoma,Harvard Glaucoma Fundus Image Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.7910/DVN/1YRRAC,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
hassan_composite_retina,Composite Retinal Fundus and OCT Dataset with Clinical Markings,multimodal,0.4.0,2026-08-01,2026-08-01,https://data.mendeley.com/datasets/trghs22fpg/4,checked_against_cited_source,confirmed_catalog_relationship,0,,,2,mm_retinal_reason|multieye,https://arxiv.org/abs/2412.09402|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,Unresolved component-level provenance,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
hei_med,HEI-MED: Hamilton Eye Institute Macular Edema Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://github.com/lgiancaUTH/HEI-MED,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
hpmi,HPMI: High & Pathological Myopia Identification,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6084/m9.figshare.24800232,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,HPMI is compared with or described as complementary to PALM; no shared images are documented.,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
hrf,HRF: High-Resolution Fundus Image Database,fundus,0.4.0,2026-08-01,2026-08-01,https://www5.cs.fau.de/research/data/fundus-images/,checked_against_cited_source,confirmed_catalog_relationship,0,,,4,amdnet23|hrf_seg_plus|mm_retinal_reason|smdg,https://doi.org/10.17632/yj35kjgrv3.1|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset|https://zenodo.org/records/16744782,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
hrf_seg_plus,HRF-Seg+: Multi-Structure Fundus Annotations,fundus,0.4.0,2026-08-01,2026-08-01,https://zenodo.org/records/16744782,checked_against_cited_source,confirmed_catalog_relationship,1,derived_from,hrf,0,,https://zenodo.org/records/16744782,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
hyamd,HYAMD High-Resolution Fundus Image Dataset for AMD Diagnosis,fundus,0.4.0,2026-08-01,2026-08-01,https://physionet.org/content/hillel-yaffe-fundus-amd/1.0.0/,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
hygd,HYGD: Hillel Yaffe Glaucoma Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.13026/pdxv-m215,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
ichallenge_amd,iChallenge-AMD: Age-related Macular Degeneration,fundus,0.4.0,2026-08-01,2026-08-01,https://amd.grand-challenge.org/download/,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
ichallenge_oct,iChallenge OCT Datasets (HDMILab / OMIA Workshops),oct,0.4.0,2026-08-01,2026-08-01,http://hdmilab.cn/ichallenge,checked_against_cited_source,confirmed_catalog_relationship,1,has_component,gamma,1,gamma,http://hdmilab.cn/ichallenge,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
idrid,IDRiD: Indian Diabetic Retinopathy Image Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://ieee-dataport.org/open-access/indian-diabetic-retinopathy-image-dataset-idrid,checked_against_cited_source,confirmed_catalog_relationship,0,,,4,dme_vqa|lmod_plus|mm_retinal_reason|reta_benchmark,https://doi.org/10.6084/m9.figshare.16960855|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://kfzyqin.github.io/lmod_plus/|https://zenodo.org/records/6784358,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
insegcat,InSegCat: Instance Segmentation for Cataract Surgery,surgical_video,0.4.0,2026-08-01,2026-08-01,https://ftp.itec.aau.at/datasets/ovid/InSegCat/,checked_against_cited_source,confirmed_catalog_relationship,2,derived_from,cadis|cataract_101,0,,https://ftp.itec.aau.at/datasets/ovid/InSegCat/,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
intraretinal_cystoid_fluid,Intraretinal Cystoid Fluid OCT Segmentation Dataset,oct,0.4.0,2026-08-01,2026-08-01,https://www.kaggle.com/datasets/zeeshanahmed13/intraretinal-cystoid-fluid,checked_against_cited_source,confirmed_catalog_relationship,1,derived_from,kermany_oct,0,,https://www.kaggle.com/datasets/zeeshanahmed13/intraretinal-cystoid-fluid,200 newly collected Institute of Ophthalmology test images,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
irfdrd,Iraqi Retinal Fundus Diabetic Retinopathy Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://zenodo.org/records/12552326,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
jichi,Jichi Medical University Diabetic Retinopathy Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://doi.org/10.6084/m9.figshare.4879853,checked_against_cited_source,confirmed_catalog_relationship,0,,,1,mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
jrc_multimodal_vessels,JRC Multi-Modal Retinal Vessel Segmentation,multimodal,0.4.0,2026-08-01,2026-08-01,https://zenodo.org/records/17874693,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
jsiec,JSIEC Fundus Photo Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://zenodo.org/record/3477553,checked_against_cited_source,confirmed_catalog_relationship,0,,,3,rao_fundus|smdg|x_pcr,https://doi.org/10.17632/5428684j44.2|https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://www.kaggle.com/datasets/deathtrooper/multichannel-glaucoma-benchmark-dataset,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
justraigs,JustRAIGS: Just Referral AI Glaucoma Screening Dataset,fundus,0.4.0,2026-08-01,2026-08-01,https://zenodo.org/records/10035093,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,"EyePACS LLC supplied the JustRAIGS images, but this does not identify them as the cataloged EyePACS diabetic-retinopathy competition data.","Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
keratoconus_detection_kaggle,Keratoconus Detection Corneal Maps,corneal_topography,0.4.0,2026-08-01,2026-08-01,https://www.kaggle.com/datasets/elmehdi12/keratoconus-detection,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
kermany_oct,Kermany OCT 2018: Retinal OCT Image Classification,oct,0.4.0,2026-08-01,2026-08-01,https://www.kaggle.com/datasets/paultimothymooney/kermany2018,checked_against_cited_source,confirmed_catalog_relationship,0,,,4,intraretinal_cystoid_fluid|mm_retinal_reason|multieye|x_pcr,https://arxiv.org/abs/2412.09402|https://huggingface.co/datasets/Fantasy666/X-PCR/tree/06a318fd852230326386e3c6514d8a11b7a6b4af|https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef|https://www.kaggle.com/datasets/zeeshanahmed13/intraretinal-cystoid-fluid,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
lag,LAG: Large-scale Attention-based Glaucoma Database,fundus,0.4.0,2026-08-01,2026-08-01,https://github.com/smilell/AG-CNN,checked_against_cited_source,confirmed_catalog_relationship,0,,,1,mm_retinal_reason,https://huggingface.co/datasets/lxirich/MM-Retinal-Reason/tree/d6243baa82c0914dba3c6f43ca79fdbf856982ef,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
leops_erg,LEOPs Light-Adapted Electroretinogram and Oscillatory Potentials Dataset,electrophysiology,0.4.0,2026-08-01,2026-08-01,https://data.mendeley.com/datasets/w3yx7hdds7/1,checked_against_cited_source,no_documented_catalog_relationship_identified,0,,,0,,,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
lmod_cataract_1k,LMOD-Cataract-1K,surgical_video,0.4.0,2026-08-01,2026-08-01,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K,checked_against_cited_source,confirmed_catalog_relationship,1,derived_from,cataract1k,1,lmod_cataract_1k_cot,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K|https://huggingface.co/datasets/mehti/LMOD-Cataract-1K-surgical-analysis-cot,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
lmod_cataract_1k_cot,Cataract-1K Surgical Analysis Chain-of-Thought Dataset,multimodal,0.4.0,2026-08-01,2026-08-01,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K-surgical-analysis-cot,checked_against_cited_source,confirmed_catalog_relationship,1,derived_from,lmod_cataract_1k,0,,https://huggingface.co/datasets/mehti/LMOD-Cataract-1K-surgical-analysis-cot,,,"Same-data, subset, version, mirror, component, replacement, extension, derivation, and documented cohort-overlap links to other catalog records.",EyeDataHub authors
