doi,title,decision,reason,matched_existing_record,relationship_type,confidence
10.5061/dryad.j9kd51cds,Systematics of Lepidothrix manakins (Aves: Passeriformes: Pipridae) using RADcap markers,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.j9kd51crg,Photopic flicker optoretinography captures the light-driven length modulation of photoreceptors during phototransduction,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.j9kd51ct4,Data from: Divergence of visual morphology and opsin expression in an African cichlid linked with turbidity,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.jdfn2z3fm,Data for: Attributes of CloudSat identified echo objects,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.jf150,"Data from: To keep on track during flight, fruitflies discount the skyward view",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.jf715,"Data from: The tetrapod fauna of the upper Permian Naobaogou Formation of China: a new species of Elginia (Parareptilia, Pareiasauria)",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.jh8j7,Data from: Albinism in phylogenetically and geographically distinct populations of Astyanax cavefish arises through the same loss-of-function Oca2 allele,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.jh9w0vt88,Data from: Behavioural red-light sensitivity in fish according to the optomotor response,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.jk68b,Data from: Potential role of Cyr61 induced degeneration of human Müller cells in diabetic retinopathy,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.jm63xsjbm,Genotype and individual data for genetic structure in Louisiana Iris species reveals patterns of recent and historical admixture,exclude,Plant genus Iris search collision; not an ocular resource.,,,high
10.5061/dryad.jm63xsjn0,Data from: Addressing grand ecological challenges in aquatic ecosystems: How can mesocosms be used to advance solutions?,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.jsxksn0br,Geographic and temporal morphological stasis in the latest Cretaceous ammonoid Discoscaphites iris from the U.S. Gulf and Atlantic Coastal Plains,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.jsxksn0f5,Data for: Higher water loss on Earth-like exoplanets in eccentric orbits,exclude,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",,,high
10.5061/dryad.jwstqjqgc,Non-invasive investigation of the morphology and optical properties of the upside-down jellyfish Cassiopea with optical coherence tomography,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.k0p51,Data from: Pollination mitigates cucumber yield gaps more than pesticide and fertilizer use in tropical smallholder gardens,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.k1r85,Data from: On potential ocular artefacts in infant electroencephalogram: a reply to comments by Köster,exclude,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",,,high
10.5061/dryad.k3j9kd576,"Data from: Brine driven destruction of clay minerals in Gale crater, Mars",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.k3j9kd5fx,Data from: Human conjunctival transcriptome in Acanthamoeba keratitis: An exploratory study,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.k3j9kd5jj,"Data from: A pan-European citizen science study shows population size, climate and land use are related to biased morph ratios in the heterostylous plant Primula veris",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.k3r485h,Data from: The RNA-binding protein Celf1 post-transcriptionally regulates p27Kip1 and Dnase2b to control fiber cell nuclear degradation in lens development,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.k6djh9w37,"Data from: Visual system development of the spotted unicornfish, Naso brevirostris (Acanthuridae)",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.k6djh9w8z,Ocular graft vs host disease mouse model,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.k7455,Data from: Identification of novel variants in LTBP2 and PXDN using whole-exome sequencing in developmental and congenital glaucoma,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.k98sf7mm6,Data from: View invariant representations in ancestral cortex,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.kb5cb,Data from: Motion dazzle: a locust's eye view,exclude,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",,,high
10.5061/dryad.kc041,Data from: Whole-body photoreceptor networks are independent of ‘lenses’ in brittle stars,needs_manual_review,Brittle-star whole-body photoreceptor study is eye-adjacent; manually confirm whether the release is a reusable eye/vision dataset rather than general comparative biology.,,,medium
10.5061/dryad.kd51c5bhj,Ocular and extraocular expression of opsins reveals evolutionary trends underlying visual and non-visual functions in bivalves (Pteriomorphia),needs_manual_review,Bivalve opsin-expression study is eye-adjacent; manually confirm data scope and usefulness as an ocular scientific resource.,,,medium
10.5061/dryad.kj424,Data from: Stimulus discriminability may bias value-based probabilistic learning,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.kk73p,Data from: Genetic diversity is largely unpredictable but scales with museum occurrences in a species-rich clade of Australian lizards,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.kkwh70scg,Data from: Positive spatial and temporal density-dependence drive early reproductive economy-of-scale effects of masting in a European old-growth forest community,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.kkwh70shq,Eye size across avian lineages covaries with participation in a specialized foraging behavior,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.kprr4xh29,"Data from: Floral trait differentiation in Anacamptis coriophora: phenotypic selection on scents, but not on colour",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.kprr4xhdz,Code and data used for reproducing calculations of lunar crustal thermal evolution and zircon resetting during a tidal heating event,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.kprr4xhk3,Conserved optical adaptations enable amphibious vision in compound eyes,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.kprr4xhkt,Data from: Autoantibody landscapes in Long COVID with neurological symptoms show heterogeneity without a shared disease signature,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.kq230,"Data from: Variable light environments induce plastic spectral tuning by regional opsin coexpression in the African cichlid fish, Metriaclima zebra",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.ks48tt4,Data from: Expression of matrix Metalloproteinases-2 and aquaporin-1 in corneoscleral junction after angle-closure in rabbits,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.ks824,Data from: Evolution of iris colour in relation to cavity nesting and parental care in passerine birds,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.ksn02v7cg,Microlensing events indicate that super-Earth exoplanets are common in Jupiter-like orbits,exclude,"Physics, astronomy, or software use of ?orbit?; not an ocular-orbit resource.",,,high
10.5061/dryad.kv3j7,"Data from: Cambrian origin of the CYP27C1-mediated vitamin A1-to-A2 switch, a key mechanism of vertebrate sensory plasticity",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.kwh70rz8j,"Sonification of the atmospheric carbon record over the past 800,000 years",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.m0cfxppck,Data from: Gross primary productivity from leaf-age-dependent light use efficiency (LA-LUE) model over pantropical evergreen broadleaved forests,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.m0cfxppdj,"Lanes, clusters, lines of Sight: Modelling diagnostic eyecare clinics to improve patient flow",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.m37pvmdj2,Data from: Pollinator community composition and pollen resource use in calcareous grasslands under different landscape contexts across Europe,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.m63xsj431,"Data from: Metataxonomy and pigments analyses unravel microbial diversity and the relevance of retinal-based photoheterotrophy at different salinities in the Odiel Salterns (SW, Spain)",exclude,Retina term is not sufficient here to establish a distinct reusable eye-data resource from the supplied metadata.,,,high
10.5061/dryad.m63xsj48x,Low-dose biliatresone treatment of pregnant mice causes subclinical biliary disease in their offspring: Evidence for a spectrum of neonatal injury,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.m63xsj4dp,CanineHD 230 K BeadChip data from Miniature Dachshunds,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.m905qftxg,Stable resource polymorphism along the benthic littoral-pelagic axis in an invasive crayfish,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.m905qfv2r,Corneal Laser Procedure for safety and efficacy in vision improvement,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.m905qfv6q,Data from: Vestigial organs alter fossil placements in an ancient group of terrestrial chelicerates,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.mcvdnck22,Long-term development of lens fluorescence in a twin cohort: Heritability and effects of age and lifestyle,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.mh4f7n3,Data from: SK2 channels in cerebellar Purkinje cells contribute to excitability modulation in motor learning-specific memory traces,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.mk4r5,Data from: Effects of nicotine on corneal wound healing following acute alkali burn,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.msbcc2ftc,A practical approach to functional optical coherence tomography shows abnormal retinal responses in Alzheimer’s disease,exclude,Exact Dryad DOI already cataloged; exclude duplicate record.,dryad_functional_oct_alzheimer,exact_duplicate,high
10.5061/dryad.msbcc2fvr,Data from: Thyroid hormone receptor beta mutations alter photoreceptor development and function in Danio rerio (zebrafish),include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.msbcc2gb7,Data from: Poison frogs rely on vision for homing in natural environments,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.mt64k,Data from: Vascular patterns in the heads of crocodilians: blood vessels and sites of thermal exchange,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.mv711kb,"Data from: Field observations of turbulence, sand suspension and cross-shore transport under spilling and plunging breakers",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.mw6m9062w,Artificial space weathering to mimic solar wind enhances the toxicity of lunar dust simulants in human lung cells,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.n276d,Data from: Population genomics analyses of European ibex species show lower diversity and higher inbreeding in reintroduced populations,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.n2d7d,Data from: Testing for homologies in the axial skeleton of primitive echinoderms,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.n34h180,Data from: Combined transcriptome and metabolome analysis identifies defence responses in spider-mite infested pepper,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.n7140,"Data from: The hawk-eyed songbird: retinal morphology, eye shape, and visual fields of an aerial insectivore",exclude,Retina term is not sufficient here to establish a distinct reusable eye-data resource from the supplied metadata.,,,high
10.5061/dryad.n8pk0p340,15-gene expression profile and PRAME as an integrated prognostic test for uveal melanoma: First report of Collaborative Ocular Oncology Group Study No. 2 (COOG2.1),exclude,Exact Dryad DOI already cataloged; exclude duplicate record.,dryad_uveal_melanoma_coog2,exact_duplicate,high
10.5061/dryad.n8pk0p354,Data from: Body posture aftereffects - Does viewing slouched bodies change people's perception of normal posture?,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.ncjsxksxr,Data from: Is retina affected in Huntington's disease? Is optical coherence tomography a good biomarker?,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.nf94810,Data from: Visual modelling supports the potential for prey detection by means of diurnal active photolocation in a small cryptobenthic fish,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.ngf1vhj81,Data from: Biofeedback fixation training in the rehabilitation of patients suffering from geographic atrophy,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.nh0fp1b,Data from: Human foveal cone photoreceptor topography and its dependence on eye length,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.ns1rn8q1f,Data from: Beware of the impact of land use legacy on genetic connectivity: A case study of the long-lived perennial Primula veris,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.nv892mp,"Data from: Peripheral synucleinopathy in a DJ1 patient with Parkinson disease, cataracts, and hearing loss",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.nvx0k6dnw,"Weda, a new genus with two new species of Euphorbiaceae-Crotonoideae from Halmahera (North Moluccas, Indonesia) and phylogenetic relationships of the Australasian tribe Ricinocarpeae",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.nvx0k6dqg,Insights from survival analyses during 12 years of anti-VEGF therapy for neovascular age-related macular degeneration,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",dryad_namd_oct_quant;dryad_namd_visual_prediction,shared_source_cohort_distinct_outcome_task,high
10.5061/dryad.nvx0k6dr3,"The visual ecology of Holocentridae, a nocturnal coral reef fish family with a deep-sea-like multibank retina",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.nzs7h44vf,Data for: Photosystems in the eye-like organelles of heterotrophic warnowiid dinoflagellates,exclude,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",,,high
10.5061/dryad.p1qq2r1,Data from: Comparison of the efficacy and safety of drug therapies for macular edema secondary to central retinal vein occlusion,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.p2ngf1vm7,How do red-eyed treefrog embryos sense motion in predator attacks? Assessing the role of vestibular mechanoreception,exclude,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",,,high
10.5061/dryad.p2ngf1vrg,"Intracranial aneurysm risk scores, hemodynamics and vessel wall enhancement values",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.p2ngf1vt5,Site impacts nutrient translocation efficiency in intra- and interspecies miscanthus hybrids on marginal lands,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.p2ngf1w0v,Data from: Interannual and seasonal changes in the south seasonal polar cap of Mars: Observations from MY 28-31 using MARCI,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.p7n02t0,Data from: Return to work after ischemic stroke in young adults: a registry-based follow-up study,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.p8cz8w9k3,Data from: Flower phenology as a disruptor of the fruiting dynamics in temperate oak species,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.p8cz8w9z8,"Russian olive distribution and invasion dynamics along the Powder River, Montana and Wyoming, USA",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.pc866t21r,Semaphorin 3f and post-embryonic regulation of retinal progenitors,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.pg4f4qrnr,Avian color expression and perception: Is there a carotenoid link?,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.pg4f4qrqp,Nucleotide sequences in Procambarus clarkii,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.pg4f4qrwf,Genotype-phenotype associations in CRB1 bi-allelic patients: a novel mutation and a systematic review,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.pg4f4qs4d,Structural analysis of rhodopsin states in megabody complexes,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.pk0p2ngrv,Data from: Precise control of neural activity using dynamically optimized electrical stimulation,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.pk0p2ngzh,Morphometric analysis of retinal ganglionic cells (3D confocal images) analyzed using filament tracer from Imaris software,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.pk31jt2,Data from: Low incidence of choroidal neovascularization following subthreshold diode micropulse laser (SDM) in high-risk AMD,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.pnvx0k6hv,Time trends and associated factors of axial length in 4 and 5 year-olds children in Shanghai from 2013 to 2019,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.pr11m,Data from: Prevalence of coronary artery disease evaluated by coronary CT angiography in women with mammographically detected breast arterial calcifications,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.prr4xgxtd,Data from: Functional differences between the extraordinary eyes of deep-sea hyperiid amphipods,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.pt532,Data from: Three-dimensional camouflage: exploiting photons to conceal form,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.pzgmsbcfw,Anti-vegf therapy in diabetic macular oedema patients over four years,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.pzgmsbcmk,Two-photon calcium recordings of cones,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.q1t87,Data from: Post-glacial habitat release and incipient speciation in the genus Delphinus,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.q2bvq83vg,Predictably manipulating photoreceptor light responses to reveal their role in downstream visual responses,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.q5553,Data from: Dietary carotenoid availability affects avian color discrimination,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.q6ft5,Data from: Development of machine learning models for diagnosis of glaucoma,exclude,Exact Dryad DOI already cataloged; exclude duplicate record.,dryad_glaucoma_rnfl_vf,exact_duplicate,high
10.5061/dryad.q83bk3jkq,AAV gene therapy encoding equine IL10,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.q83bk3jnw,Disease parameters following ocular herpes simplex virus type 1 infection are similar in male and female BALB/C mice,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.qfttdz0dr,Association of APOE gene polymorphisms with primary open angle glaucoma in Brazilian patients,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.qfttdz0vh,Data from: Nanophysiology approach reveals diversity in calcium microdomains across Zebrafish retinal bipolar ribbon synapses,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.qg1p0,Data from: Integrating Bayesian genomic cline analyses and association mapping of morphological and ecological traits to dissect reproductive isolation and introgression in a Louisiana Iris hybrid zone,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.qjq2bvqhb,Sex differences in behavioural and anatomical estimates of visual acuity in the green swordtail Xiphophorus helleri,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.qk300,Data from: Coral snakes predict the evolution of mimicry across New World snakes,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.qn54m,Data from: Comprehensive diagnosis of PCDD/F emission from three hazardous waste incinerators,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.qnk98sfdx,Alternative responses by two species of jumping spiders to unpalatability and toxicity in prey,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.qp244,"Data from: The diversity of floral temperature patterns, and their use by pollinators",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.qp499,Data from: The application of optical coherence tomography to image subsurface tissue structure of Antarctic krill Euphausia superba,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.qv3811j,"Data from: More is less: net gain in species richness, but biotic homogenization over 140 years",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.qv9s4mwq5,Data from: Coherent evolution of superexchange interaction in seconds long optical clock spectroscopy,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.qz612jmt7,An advancement in developmental and reproductive toxicity (DART) risk assessment: evaluation of a bioactivity and exposure-based NAM toolbox,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r07bc,Data from: Transcription factors involved in retinogenesis are co-opted by the circadian clock following photoreceptor differentiation,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.r1921,Data from: Collective behaviour in vertebrates: a sensory perspective,needs_manual_review,Broad sensory-perspective release; manually confirm direct eye/ophthalmic data and reusable contents.,,,medium
10.5061/dryad.r1h8gm4,Data from: Metabolically similar cohorts of bacteria exhibit strong co-occurrence patterns with diet items and eukaryotic microbes in lizard guts,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r1vp879,"Data from: Biallelic SQSTM1 mutations in early-onset, variably progressive neurodegeneration",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r2280gbc4,"Differential perceptions of teamwork, focused work and perceived productivity as an effect of desk characteristics within a workplace layout",exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r2280gbj2,Visual opsin gene expression evolution in the adaptive radiation of cichlid fishes of Lake Tanganyika,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.r2280gbpw,Effect of verbal interference and response hand on hemisphere asymmetries in sad facial expression processing,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r2280gbqt,Data from: Biogeography and diversification patterns in the Irano-Turanian biodiversity hotspot inferred from a molecular phylogeny of the subendemic Iris subgenus Scorpiris (Iridaceae),exclude,Plant genus Iris search collision; not an ocular resource.,,,high
10.5061/dryad.r4xgxd2nt,Restoration of cone circuit functionality in the regenerating adult zebrafish retina,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.r4xgxd2qb,Data from: The seasonal cycles of tropical sea surface temperature from Earth's axial tilt and orbital eccentricity,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r5m20,Data from: Grazing-induced shifts in community functional composition and soil nutrient availability in Tibetan alpine meadows,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r6h8dr2,Data from: Long-lived metabolic enzymes in the crystalline lens identified by pulse-labeling of mice and mass spectrometry,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.r7s04,"Data from: Prevalence of depression, anxiety, adjustment disorders, and somatoform disorders in patients with age-related macular degeneration in Germany",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.r7sqv9s86,Data from: An uncommon cause of carotid artery dissection: Fabry disease.,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r7sqv9s9g,The relationship between glucose control & cognitive function in people with diabetes after a lacunar stroke: supplementary material,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r7sqv9sh8,Plant community compositional stability over 40 years in a Fraser River Estuary tidal freshwater marsh,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.r7sqv9sqs,Deletion in CACNA1F gene causes X-linked progressive retinal atrophy in English Cocker Spaniel dogs,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.rbnzs7hft,Motor recalibration of visual and saccadic maps,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.rfj6q57g5,Data for: Multi-LEO satellite stereo winds,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.rfj6q57r7,Data from: Chondrite parent bodies as escaped satellites of proto-planetary embryos,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.rjdfn2zqb,Data from: A galactic cosmic ray cavity in Earth-Moon space,exclude,Unrelated keyword search hit; not an eye or ophthalmology data resource.,,,high
10.5061/dryad.rn38r,"Data from: Do picture-based charts overestimate visual acuity? Comparison of Kay Pictures, Lea Symbols, HOTV and Keeler logMAR charts with Sloan Letters in adults and children",include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
10.5061/dryad.rn745,"Data from: Evolutionary history inferred from the de novo assembly of a non-model organism, the blue-eyed black lemur",exclude,"Ocular keyword hit, but title/metadata does not establish a distinct reusable eye or ophthalmology data resource.",,,high
10.5061/dryad.rn8pk0p70,Socioeconomic status and decreasing incidence of ocular injuries in Bosnia and Herzegovina,include,"Public CC0 Dryad release; official metadata identifies direct ocular, retinal, corneal, lens, or visual-system scientific data.",,,high
